ModeCode,NTDModeCode,AssetDesc,AgencyDetail,AssetStatus,AssetTypeRoot,AssetTypeVariant,YRBuilt,YRInService,AgencyUsefulLife,StdUsefulLife,Quantity,UnitType,UnitCost,AgencySoftCost,TotalCost,YRCost,AssetPhysAddress,AssetPhysZIP,Latitude,Longitude,LineDivision,BranchGarage,SegmentRoute,LocLinearStart,LocLinearEnd,AgencyAssetUID,AgencyAssetClass,AgencyDeptOwner,AgencyNotes,AgencyConditionRating,AgencyParentUID,AgencyProjNum,AgencyProjCat,AgencyProjDesc,AgencySubFleetID,TOS,RevenueFlag,PriorityStatus,TCPScore,SquareFootage,HistoricPresrvFlag,ItemizedFlag,Manufacturer,ManufacturerCode,ModelNumber,FuelType,CapacitySeated,CapacityStanding,DataYR,DataSRC,ReviewFlag,ApprovedFlag,ApprovalComment,DelayReplaceAge,Rehabed,RehabedDate,CostNotes,UserField1,UserField2,UserField3,UserField4,FilterValue,RVID,PercentContingencyFleet,AssetPhysCity,AssetPhysState,DateofLastCondAssessment,AgencyCapitalResponsibility,LastRenewalYR,LastRenewalType,ADAFlag,AdditionalModeSupport,FTARecodeCategory,LastUpdated,Length,OwnershipType,FundingType,MilesThisYR,LifetimeMilesPerVeh
MB,MB,BUS STOP SHELTER,BUS STOP SHELTER,EXT,41006.0,,2015,2015,15,,1.0,Each,9000.0,0.0,9000.0,2015.0,Bus Stop Shelter,,,,,,,,,BG007074,,,"1991 Cost-$9,000 - Bus Stop Shelter",,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,
MB,MB,BUS STOP SHELTER,BUS STOP SHELTER,EXT,41006.0,,2015,2015,15,,1.0,Each,6000.0,0.0,6000.0,2015.0,Bus Stop Shelter,,,,,,,,,BG007073,,,"1990 Cost-$6,000 - Bus Stop Shelter",,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,
MB,MB,BUS STOP SHELTER,BUS STOP SHELTER,EXT,41006.0,,2015,2015,15,,1.0,Each,15000.0,0.0,15000.0,2015.0,Bus Stop Shelter,,,,,,,,,BG007068,,,"1990 Cost-$15,000 - Bus Stop Shelter",,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,
MB,MB,BUS STOP SHELTER,BUS STOP SHELTER,EXT,41006.0,,2015,2015,15,,1.0,Each,15000.0,0.0,15000.0,2015.0,Bus Stop Shelter,,,,,,,,,BG00706701,,,"1990 Cost-$15,000 - Bus Stop Shelter",,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,
MB,MB,BUS STOP SHELTER,BUS STOP SHELTER,EXT,41006.0,,2015,2015,15,,1.0,Each,15000.0,0.0,15000.0,2015.0,Bus Stop Shelter,,,,,,,,,BG007067,,,"1990 Cost-$15,000 - Bus Stop Shelter",,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,
MB,MB,BUS STOP SHELTER,BUS STOP SHELTER,EXT,41006.0,,2015,2015,15,,1.0,Each,6000.0,0.0,6000.0,2015.0,Bus Stop Shelter,,,,,,,,,BG007065,,,"1990 Cost-$6,000 - Bus Stop Shelter",,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,
MB,MB,BUS STOP SHELTER,BUS STOP SHELTER,EXT,41006.0,,2015,2015,15,,1.0,Each,16000.0,0.0,16000.0,2015.0,Bus Stop Shelter,,,,,,,,,BG007064,,,"1990 Cost-$16,000 - Bus Stop Shelter",,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,
MB,MB,GENIE VERTICAL MAN GIET,GENIE VERTICAL MAN LIFT,EXT,53003.0,,2015,2015,10,,1.0,Vehicles,18405.56,0.0,18405.56,2015.0,D1 Non-Revenue Vehicles,,,,,,,,,BG005427,,,D1 Non-Revenue Vehicles-Man lift front Johnson High Reach Equip,,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Non-Revenue Vehicles,,,,,,,,,,,Maintenance Facilities,,,,,,
MB,MB,BUS STOP ACCESSIBILITY,BUS STOP ACCESSIBILITY,EXT,41006.0,,2015,2015,10,,1.0,Each,26000.0,0.0,26000.0,2015.0,Bus Stop Shelter,,,,,,,,,BG007076,,,"1990 Cost-$26,000 - BUS STOP ACCESSIBILITY - CURB CUTS IN VARIOUS BUS STOPS I N MARIN",,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,
MB,MB,BUS PAD & TURNOUT,BUS PAD & TURNOUT,EXT,41300.0,,2015,2015,10,,1.0,Each,18000.0,0.0,18000.0,2015.0,Bus Stop Shelter,,,,,,,,,BG007069,,,"1990 Cost-$18,000 - BUS PAD & TURNOUT - 101 & PARADISE DR AT CM7",,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,
MB,MB,BUS PAD & TURNOUT,BUS PAD & TURNOUT,EXT,41300.0,,2015,2015,10,,1.0,Each,130950.0,0.0,130950.0,2015.0,Bus Stop Shelter,,,,,,,,,BG007077,,,"1990 Cost-130,950 - FAIRFAX MAIN BUS STOP",,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,
MB,MB,BUS PAD & TURNOUT,BUS PAD & TURNOUT,EXT,41300.0,,2015,2015,10,,1.0,Each,18000.0,0.0,18000.0,2015.0,Bus Stop Shelter,,,,,,,,,BG007072,,,"1990 Cost-$18,000 - BUS PAD & TURNOUT - CORTE MADERA: TAMALPAIS & MADER A AT CM1",,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,
MB,MB,BUS PAD & TURNOUT,BUS PAD & TURNOUT,EXT,41300.0,,2015,2015,10,,1.0,Each,18000.0,0.0,18000.0,2015.0,Bus Stop Shelter,,,,,,,,,BG007071,,,"1990 Cost-$18,000 - BUS PAD & TURNOUT - LARKSPUR DOHERTY",,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,
MB,MB,BUS PAD & TURNOUT,BUS PAD & TURNOUT,EXT,41300.0,,2015,2015,10,,1.0,Each,18000.0,0.0,18000.0,2015.0,Bus Stop Shelter,,,,,,,,,BG007070,,,"1990 Cost-$18,000 - BUS PAD & TURNOUT - LARKSPUR MAGNOLIA",,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,
MB,MB,BUS PAD & TURNOUT,BUS PAD & TURNOUT,EXT,41300.0,,2015,2015,10,,1.0,Each,90000.0,0.0,90000.0,2015.0,Bus Stop Shelter,,,,,,,,,BG007063,,,"1990 Cost-$90,000 - BUS PAD & TURNOUT- NOVATO SOUTH NOVATO BLVD AT MIDW AY",,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,
FB,FB,SF DOCK POWER GROUND,SF DOCK POWER GROUND,EXT,43024.0,,2015,2015,10,,1.0,Each,8132.72,0.0,8132.72,2015.0,SFFT,,,,,,,,,FG00055401,,,"1990 Cost-$8,132.72 - SFFT",,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,
FB,FB,SF CATHODIC PROTECTION,SF CATHODIC PROTECTION,EXT,38101.0,,2015,2015,10,,1.0,Each,176483.97,0.0,176483.97,2015.0,SFFT,,,,,,,,,FG00054302,,,"1990 Cost-$176,483.97 - SFFT",,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Passenger Facilities,,,,,,
FB,FB,RUDDER ASSEMBLY MS (TWO),RUDDER ASSEMBLY MS (TWO),EXT,38303.0,,2015,2015,10,,1.0,Lot,12304.48,0.0,12304.48,2015.0,LFT Sub Warehouse Yard,,,,,,,,,FG00069601,,,LFT Sub Warehouse Yard,,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Revenue Vehicles,,,,,,,,,False,False,Ferryboat (FB),2019-12-18 17:19:45.423,,,,,
FB,FB,INTERCOM & PA SYSTEM,INTERCOM & PA SYSTEM,EXT,33201.0,,2015,2015,10,,1.0,Each,7059.0,0.0,7059.0,2015.0,MS Sonoma,,,,,,,,,FG000720,,,"1990 Cost-$7,059 - MS Sonoma",,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Ferryboat (FB),,,,,,
FB,FB,HYDRAULIC CYLINDERS (4),HYDRAULIC CYLINDERS (4),RET,23300.0,,2015,2015,10,,1.0,Each,103269.66,0.0,103269.66,2015.0,LFT Parts Room,,,,,,,,,FG000701,,,LFT Parts Room,,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,
MB,MB,SAN RAFAEL ADMIN REMODEL,SAN RAFAEL AMDIN REMODEL,EXT,21100.0,,2015,2015,30,,1.0,Building,597000.0,0.0,597000.0,2015.0,D1 Yard,,,,,,,,,B000020802,,,D1 Yard,,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Administrative Facilities,,,,,,
SY,SY,TRAILER OFFICE 1988 ENGR,TRAILER OFFICE 1988 ENGR,EXT,21100.0,,2015,2015,25,,1.0,Building,31018.8,0.0,31018.8,2015.0,Bldg E - Engineering West,,,,,,,,,A0002324,,,Bldg E - Engineering West,,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Administrative Facilities,,,,,,
MB,MB,SAN RAFAEL MAINT ADD.,SAN RAFAEL MAINT ADD.,EXT,21211.0,,2015,2015,50,,1.0,Each,1493000.0,0.0,1493000.0,2015.0,Heavy Duty Maint. Bldg.,,,,,,,,,BG00080101,,,"1989 Permanent Structures-$1,493,000 - Located at the Heavy Duty Maint. Bldg",,,,,,,,,3.0,,27000.0,False,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,
MB,MB,TURNAROUND FAIRFAX,TURNAROUND FAIRFAX,EXT,22400.0,,2015,2015,50,,1.0,Each,9440.0,0.0,9440.0,2015.0,Bus Stop Shelter,,,,,,,,,B0009044,,,"1989 Cost-$9,440.- Bus Shelter- TURNAROUND FAIRFAX",,,,,,,,,3.0,,20240.0,False,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,
MB,MB,SAN RAFAEL BODY SHOP ADD,SAN RAFAEL BODY SHOP ADD,EXT,21211.0,,2015,2015,50,,1.0,Each,1439000.0,0.0,1439000.0,2015.0,D1 Body Shop Suprv Office,,,,,,,,,BG00532801,,,"Additional cost to BG005328. Previously reported at $2,166,816.83. Per IFAS - $1,439,000. D1 Bod Shop Suprv Office",,,,,,,,,3.0,,14480.0,False,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,
MB,MB,SAN RAFAEL HD MAINT BLDG,SAN RAFAEL HD MAINT BLDG,EXT,21211.0,,2015,2015,50,,1.0,Each,2346000.0,0.0,2346000.0,2015.0,Heavy Duty Maint. Bldg.,,,,,,,,,BG007059,,,"1989 Permanent Structures-$2,346,000 - Located Heavy Duty Maint. Bldg",,,,,,,,,3.0,,8000.0,False,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,
FB,FB,LARKSPUR FUEL TANK,LARKSPUR FUEL TANK,EXT,23411.0,,2015,2015,20,,1.0,Each,115206.84,0.0,115206.84,2015.0,LFT Outside Areas,,,,,,,,,FG00047201,,,"1989 Cost-$115,206.84 - LFT Outside Areas",,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,
MB,MB,SANTA ROSA WASH RACK,SANTA ROSA WASH RACK,EXT,23402.0,,2015,2015,15,,1.0,Each,146500.0,0.0,146500.0,2015.0,D3 Service Building,,,,,,,,,BG00533501,,,"1989 Cost-$146,500 - D3 Service Building",,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,
MB,MB,NOVATO WASH RACK,NOVATO WASH RACK,EXT,23402.0,,2015,2015,15,,1.0,Each,166000.0,0.0,166000.0,2015.0,D2 Service Building,,,,,,,,,BG00532301,,,"1989 Cost-$166,000 - F2 Service Building",,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,
FB,FB,LARKSPUR LANDSCAPING,LARKSPUR LANDSCAPING,EXT,43010.0,,2015,2015,10,,1.0,Each,31179.0,0.0,31179.0,2015.0,LFT Outside Areas,,,,,,,,,FG00047302,,,"1989 Cost-$31,179 - LFT Outside Areas",,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Parking Facilities,,,,,,
SY,SY,ADMIN BLDG WASTE WATER,ADMIN BLDG WASTE WATER,EXT,21503.0,,2015,2015,20,,1.0,Lump Sum,143710.95,0.0,143710.95,2015.0,,,,,,,,,,BR00000405,,,Adm Bldg Toll Plaza Complex,,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,
FB,FB,LARKSPUR LOT SPRINKLER,LARKSPUR LOT SPRINKLER,EXT,43010.0,,2015,2015,25,,1.0,Each,13200.0,0.0,13200.0,2015.0,LFT Outside Areas,,,,,,,,,FG00047301,,,"1988 Cost-$13,000 - LFT Outside Areas - LARKSPUR LOT SPRINKLER",,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Parking Facilities,,,,,,
FB,FB,SF DOCK SAFETY PLATFORM,SF DOCK SAFETY PLATFORM,EXT,43024.0,,2015,2015,20,,1.0,Each,23500.0,0.0,23500.0,2015.0,SFFT,,,,,,,,,FG000554,,,"1988 Cost-$23,500 - SFFT",,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,
SY,SY,SCOOTER CUSHMAN 1987,SCOOTER CUSHMAN 1987,EXT,53003.0,,2015,2015,10,,1.0,Vehicles,8829.7,0.0,8829.7,2015.0,,,,,,,,,,A0002254,,,"1988 Cost-$8,829.70 Adm Bldg Non-Rev Vehicles",,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Non-Revenue Vehicles,,,,,,,,,,,Trucks and other Rubber Tire Vehicles,,,,,,
FB,FB,SEPARATOR OILY WATER,SEPARATOR OILY WATER,RET,23300.0,,2015,2015,10,,1.0,Each,8739.7,0.0,8739.7,2015.0,LFT Outside Areas,,,,,,,,,FG000640,,,LFT Outside Areas,,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,
SY,SY,ADMIN BLDG ROOF,ADMIN BLDG ROOF,EXT,21507.0,,2015,2015,20,,1.0,Sq Foot,41399.0,0.0,41399.0,2015.0,,,,,,,,,,BR00000406,,,Adm Bldg Roof,,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Administrative Facilities,,,,,,
MB,MB,SAN RAFAEL ADMIN BLDG 2,SAN RAFAEL ADMIN BLDG 2,EXT,21100.0,,2015,2015,50,,2.0,Building,1945953.32,0.0,3891906.64,2015.0,D1 Yard,,,,,,,,,B000020801,,,D1 Yard,,,,,,,,,3.0,,19200.0,False,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Administrative Facilities,,,,,,
FB,FB,LARKSPUR WEATHER PROTECT,LARKSPUR WEATHER PROTECT,EXT,43010.0,,2015,2015,30,,1.0,Each,191130.0,0.0,191130.0,2015.0,LFT Outside Areas,,,,,,,,,FG00046801,,,"1987 Cost-$191,130 - LFT Outside Areas",,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,
MB,MB,BRAKE DRUM LATHE-GRINDER,BRAKE DRUM LATHE-GRINDER,EXT,23410.0,,2015,2015,15,,1.0,Each,9938.34,0.0,9938.34,2015.0,D1 Maint Shop Lathe Room,,,,,,,,,BG005005,,,"1987 Cost-$9,938.34-D1 Maint Shop Lathe Room",,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,
SY,SY,ADMIN BLDG DESIGN,ADMIN BLDG DESIGN,EXT,21100.0,,2015,2015,50,,1.0,Building,15000.0,0.0,15000.0,2015.0,,,,,,,,,,BR00000404,,,Adm Bldg Toll Plaza Complex,,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Administrative Facilities,,,,,,
SY,SY,TRAILER OFFICE ENGINEERS,TRAILER OFFICE ENGINEERS,EXT,21100.0,,2015,2015,25,,1.0,Building,18942.2,0.0,18942.2,2015.0,Bldg E - Engineering West,,,,,,,,,B0009021,,,Bldg E - Engineering West,,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Administrative Facilities,,,,,,
FC,FC,RECEIVING VAULT #5,RECEIVING VAULT #5,EXT,34105.0,,2015,2015,10,,1.0,System,10197.0,0.0,10197.0,2015.0,D1 Fuel Island,,,,,,,,,BG005318,,,"1985 Cost-$10,197 - D1 Fuel Island",,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Administrative Facilities,,,,,,
SY,SY,ADMIN BLDG ELEVATOR,ADMIN BLDG ELEVATOR,EXT,21510.0,,2015,2015,20,,1.0,Each,13305.0,0.0,13305.0,2015.0,,,,,,,,,,BR00000403,,,Adm Bldg Toll Plaza Complex,,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Administrative Facilities,,,,,,
MB,MB,TRAILER RADIO SHED,TRAILER RADIO SHED,EXT,21211.0,,2015,2015,25,,1.0,Each,7352.79,0.0,7352.79,2015.0,D1 Yard,,,,,,,,,BG004479,,,"1984 Cost-$7,352.79 - D1 Yard",,,,,,,,,3.0,,3400.0,False,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Administrative Facilities,,,,,,
MB,MB,TRAILER VAULT SHED,TRAILER VAULT SHED,EXT,21211.0,,2015,2015,25,,1.0,Each,7352.8,0.0,7352.8,2015.0,D3 Service Building,,,,,,,,,BG004481,,,"1984 Cost-$7,352.80 - D3 Service Building",,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,
MB,MB,TRAILER SAFETY SHED,TRAILER SAFETY SHED,EXT,21211.0,,2015,2015,25,,1.0,Each,7352.8,0.0,7352.8,2015.0,D2 Service Building,,,,,,,,,BG004480,,,"1984 Cost-$7,352.80 - D2 Service Building",,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,
MB,MB,SHOTBLASTER-AIRLESS,SHOTBLASTER-AIRLESS,EXT,23300.0,,2015,2015,15,,1.0,Each,7877.92,0.0,7877.92,2015.0,Heavy Duty Maint. Bldg.,,,,,,,,,B0000598,,,Heavy Duty Maint Bldg,,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,
MB,MB,BUS STOP SHELTER,BUS STOP SHELTER,EXT,41006.0,,2015,2015,15,,1.0,Each,10926.89,0.0,10926.89,2015.0,Bus Stop Shelter,,,,,,,,,BG007032,,,"1984 Cost-$10,926.89 - Bus Stop Shelter",,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,
MB,MB,BUS STOP SHELTER,BUS STOP SHELTER,EXT,41006.0,,2015,2015,15,,1.0,Each,13626.89,0.0,13626.89,2015.0,Bus Stop Shelter,,,,,,,,,BG007030,,,"1984 Cost-$13,626.89 - Bus Stop Shelter",,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,
MB,MB,BUS STOP SHELTER,BUS STOP SHELTER,EXT,41006.0,,2015,2015,15,,1.0,Each,10426.89,0.0,10426.89,2015.0,Bus Stop Shelter,,,,,,,,,BG007029,,,"1984 Cost-$10,426.89 - Bus Stop Shelter",,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,
MB,MB,BUS STOP SHELTER,BUS STOP SHELTER,EXT,41006.0,,2015,2015,15,,1.0,Each,13126.89,0.0,13126.89,2015.0,Bus Stop Shelter,,,,,,,,,BG007028,,,"1984 Cost-$13,126.89 - Bus Stop Shelter",,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,
MB,MB,BUS STOP SHELTER,BUS STOP SHELTER,EXT,41006.0,,2015,2015,15,,1.0,Each,10926.89,0.0,10926.89,2015.0,Bus Stop Shelter,,,,,,,,,BG007027,,,"1984 Cost-$10,926.89 - Bus Stop Shelter",,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,
MB,MB,BUS STOP SHELTER,BUS STOP SHELTER,EXT,41006.0,,2015,2015,15,,1.0,Each,11126.88,0.0,11126.88,2015.0,Bus Stop Shelter,,,,,,,,,BG007026,,,"1984 Cost-$11,126.88 -Bus Stop Shelter",,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,
FC,FC,MONEY TRANSPORT,MONEY TRANSPORT,EXT,53003.0,,2015,2015,10,,1.0,Vehicles,6666.0,0.0,6666.0,2015.0,D3 Service Building,,,,,,,,,BG007024,,,D3 Service Building,,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Non-Revenue Vehicles,,,,,,,,,,,Trucks and other Rubber Tire Vehicles,,,,,,
FC,FC,MONEY TRANSPORT,MONEY TRANSPORT,EXT,53003.0,,2015,2015,10,,1.0,Vehicles,6666.0,0.0,6666.0,2015.0,D3 Service Building,,,,,,,,,BG004165,,,D3 Service Building,,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Non-Revenue Vehicles,,,,,,,,,,,Trucks and other Rubber Tire Vehicles,,,,,,
FC,FC,AUDIT UNIT-Portable Vault,AUDIT UNIT-PORTABLE VAULT,EXT,34000.0,,2015,2015,10,,1.0,Each,5104.0,0.0,5104.0,2015.0,D1 Storage Building,,,,,,,,,BG005285,,,D1 Storage Building,,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Administrative Facilities,,,,,,
MB,MB,TURN LANE PARK PRESIDIO,TURN LANE PARK PRESIDIO,EXT,41006.0,,2015,2015,5,,1.0,Each,36017.22,0.0,36017.22,2015.0,Bus Stop Shelter,,,,,,,,,B0009019,,,"1984 Cost-$36,017.22- Turn lane and bus shelter - CORNER OF PARK PRESIDIO & GEARY",,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Parking Facilities,,,,,,
MB,MB,MONITOR-SERVICE (IFR),MONITOR-SERVICE (IFR),EXT,23100.0,,2015,2015,5,,1.0,Each,17561.55,0.0,17561.55,2015.0,D1 HD Maint Bldg Radio Repair,,,,,,,,,BG004477,,,D1 HD Maint Bld Radio Repair,,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,
MB,MB,SAN RAFAEL ADMIN SHOWERS,SAN RAFAEL ADMIN SHOWERS,EXT,21511.0,,2015,2015,5,,1.0,Lump Sum,6036.9,0.0,6036.9,2015.0,,,,,,,,,,B0009010,,,,,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,
SY,SY,DATA PROCESSING CENTER,DATA PROCESSING CENTER,EXT,39000.0,,2015,2015,25,,1.0,Set,270055.21,0.0,270055.21,2015.0,IS Data Entry Office,,,,,,,,,BG004002,,,"1982 Cost-$270,055.21 - IS Data Entry Office",,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Administrative Facilities,,,,,,
MB,MB,BUS STOP SHELTER,BUS STOP SHELTER,EXT,41006.0,,2015,2015,15,,1.0,Each,16324.0,0.0,16324.0,2015.0,Bus Stop Shelter,,,,,,,,,BG007469,,,"1982 Cost-$16,324 - Bus Stop Shelter",,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,
MB,MB,BUS STOP SHELTER,BUS STOP SHELTER,EXT,41006.0,,2015,2015,15,,1.0,Each,16324.0,0.0,16324.0,2015.0,Bus Stop Shelter,,,,,,,,,BG007468,,,"1982 Cost-$16,324 - Bus Stop Shelter",,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,
MB,MB,BUS STOP SHELTER,BUS STOP SHELTER,EXT,41006.0,,2015,2015,15,,1.0,Each,16324.0,0.0,16324.0,2015.0,Bus Stop Shelter,,,,,,,,,BG007001,,,"1982 Cost-$16,324 - Bus Stop Shelter",,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,
MB,MB,BUS STOP SHELTER,BUS STOP SHELTER,EXT,41006.0,,2015,2015,15,,1.0,Each,8151.41,0.0,8151.41,2015.0,Bus Stop Shelter,,,,,,,,,BG005305,,,"1982 Cost-$8,151.41 - Bus Stop Shelter",,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,
MB,MB,FORKLIFT TOYOTA 1982,FORKLIFT TOYOTA 1982,EXT,53003.0,,2015,2015,10,,1.0,Vehicle,28008.38,0.0,28008.38,2015.0,D1 Non-Revenue Vehicles,,,,,,,,,BG004033,,,D1 Non-Revenue Vehicle,,,,,,,,,3.0,,,False,,,TOY,,,,,,,,,,,,,,,,,,Non-Revenue Vehicles,,,,,,,,,,,Trucks and other Rubber Tire Vehicles,,,,,,
